,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
164,20,BR,2018-10-09 00:39:27,63,-4.26,-55.99,303.006,2.21
165,20,VE,2018-10-09 00:00:00,88,10.46,-64.17,300.15,1.16
166,12,BR,2018-10-09 00:39:27,90,-0.13,-67.09,299.756,0.41
167,1,US,2018-10-08 23:58:00,23,64.86,-147.8,275.15,1.81
168,64,GA,2018-10-09 00:42:51,99,-0.72,8.78,298.406,4.76
169,56,LK,2018-10-09 00:46:50,100,7.42,81.82,295.906,1.46
170,100,GH,2018-10-09 00:39:29,98,4.89,-1.75,298.356,3.66
171,40,JP,2018-10-09 00:00:00,68,35.5,134.23,294.15,2.1
172,68,CD,2018-10-09 00:46:51,97,-0.28,20.88,295.356,1.01
173,68,PF,2018-10-09 00:46:51,100,-16.48,-151.75,299.756,2.11
174,56,MV,2018-10-09 00:39:30,97,-0.6,73.08,302.356,7.16
175,32,RU,2018-10-09 00:39:30,97,65.53,72.51,273.706,1.31
176,8,BR,2018-10-09 00:39:31,99,-17.73,-39.27,298.506,7.71
177,24,MK,2018-10-09 00:39:31,96,41.28,20.71,281.256,0.76
178,8,PG,2018-10-09 00:39:32,69,-6.12,141.3,300.656,1.31
179,92,AU,2018-10-09 00:46:53,99,-37.83,140.78,288.756,2.56
180,12,GB,2018-10-09 00:20:00,87,52.47,1.45,284.15,4.1
181,0,OM,2018-10-08 23:50:00,54,17.01,54.1,299.15,1.5
182,20,CA,2018-10-09 00:00:00,81,44.65,-63.58,279.15,3.1
183,90,RU,2018-10-09 00:00:00,71,64.42,-173.23,284.15,7.0
184,8,BR,2018-10-09 00:39:34,83,-8.26,-49.26,299.756,2.06
185,44,RU,2018-10-09 00:36:05,81,61.03,42.49,270.006,3.56
186,92,JP,2018-10-09 00:35:13,100,42.33,142.37,285.156,1.41
187,92,CD,2018-10-09 00:39:35,92,-2.72,17.69,297.406,1.06
188,1,US,2018-10-09 00:15:00,67,48.15,-103.62,279.25,2.1
189,68,GL,2018-10-09 00:39:36,100,61.99,-49.67,275.256,1.61
190,32,IR,2018-10-09 00:43:00,81,37.48,47.05,273.756,0.86
191,90,DO,2018-10-09 00:00:00,100,19.55,-71.08,297.15,3.46
192,75,IS,2018-10-09 00:00:00,93,63.84,-22.43,276.15,4.1
193,68,EC,2018-10-09 00:39:37,94,-1.64,-78.74,282.356,0.36
194,0,GY,2018-10-09 00:00:00,94,6.8,-58.16,299.15,3.1
195,76,PG,2018-10-09 00:45:18,100,-2.67,141.3,299.506,2.11
196,0,KI,2018-10-09 00:39:38,100,3.07,172.79,302.156,2.26
197,0,RU,2018-10-09 00:00:00,93,54.22,90.86,275.15,2.0
198,0,AU,2018-10-09 00:30:00,22,-23.7,133.88,304.15,5.7
199,56,GL,2018-10-09 00:47:01,100,72.79,-56.15,270.656,4.01
200,92,NO,2018-10-09 00:20:00,93,61.99,5.14,281.15,4.6
201,92,RU,2018-10-09 00:39:40,100,61.92,63.02,274.806,3.96
202,75,MX,2018-10-08 23:42:00,50,21.1,-101.97,297.15,3.6
203,92,CL,2018-10-09 00:44:44,79,-41.87,-73.83,280.506,6.46
204,8,AR,2018-10-09 00:47:03,75,-51.62,-69.22,279.806,4.91
205,0,PK,2018-10-09 00:39:42,97,24.14,67.45,301.106,4.56
206,0,AU,2018-10-09 00:39:42,68,-20.07,146.27,298.806,4.31
207,20,GB,2018-10-09 00:20:00,93,51.04,-4.21,286.15,1.5
208,0,RU,2018-10-09 00:39:43,68,47.53,134.76,280.506,2.66
209,40,PH,2018-10-09 00:00:00,74,9.73,123.34,303.15,4.1
210,92,EE,2018-10-09 00:47:05,96,59.1,26.19,281.956,7.06
211,0,AR,2018-10-09 00:43:02,43,-46.43,-67.52,283.006,10.26
212,40,MX,2018-10-08 23:49:00,79,20.71,-105.21,302.15,4.1
213,40,CA,2018-10-09 00:00:00,58,55.74,-97.86,272.15,3.1
214,0,RU,2018-10-09 00:39:45,77,50.36,108.75,265.456,1.41
215,44,AR,2018-10-09 00:47:07,91,-38.55,-58.74,286.906,1.31
216,56,NG,2018-10-09 00:47:07,93,5.43,7.07,296.756,2.41
217,0,PY,2018-10-09 00:00:00,83,-25.97,-55.19,296.15,2.6
218,0,ES,2018-10-09 00:30:00,87,39.89,-0.08,287.15,3.6
219,90,US,2018-10-09 00:21:00,96,42.06,-104.18,275.95,2.6
220,0,DE,2018-10-09 00:20:00,87,50.3,7.16,285.15,1.5
221,92,CN,2018-10-09 00:47:09,100,27.88,102.25,281.556,0.31
222,1,US,2018-10-09 00:35:00,49,34.64,-120.46,295.95,4.1
223,88,RU,2018-10-09 00:47:10,96,71.64,128.87,271.506,4.81
224,0,SN,2018-10-09 00:39:49,83,14.69,-16.54,300.306,4.36
225,64,ID,2018-10-09 00:39:49,94,-2.88,108.27,299.256,1.66
226,0,GL,2018-10-08 23:50:00,62,60.72,-46.03,269.15,3.1
227,0,RO,2018-10-09 00:00:00,93,44.65,26.83,283.15,1.0
228,40,NI,2018-10-09 00:00:00,69,11.85,-86.44,301.15,2.1
229,0,ES,2018-10-09 00:30:00,100,42.89,-8.54,284.15,1.5
230,24,IQ,2018-10-09 00:39:51,43,33.64,42.83,295.006,2.56
231,8,CN,2018-10-09 00:47:13,81,35.6,103.21,269.406,2.31
232,0,RU,2018-10-09 00:39:52,52,43.92,41.88,278.256,2.16
233,32,UY,2018-10-09 00:47:14,80,-33.69,-53.46,294.606,6.76
234,90,US,2018-10-09 00:18:00,80,41.28,-70.1,288.15,5.1
235,12,GL,2018-10-08 23:50:00,49,69.22,-51.1,269.15,5.7
236,75,CA,2018-10-09 00:25:00,92,70.47,-68.59,268.15,5.7
237,40,BM,2018-10-08 23:55:00,73,32.3,-64.78,298.15,5.7
238,92,IS,2018-10-09 00:47:16,100,63.44,-20.27,276.406,1.96
239,48,PG,2018-10-09 00:39:54,93,-6.02,144.97,291.106,0.86
240,56,UY,2018-10-09 00:47:17,76,-34.48,-54.34,296.406,5.16
241,8,CN,2018-10-09 00:39:55,55,47.33,123.18,276.606,3.21
242,64,BR,2018-10-09 00:47:17,89,-30.17,-50.22,294.556,5.71
243,32,PH,2018-10-09 00:39:56,87,15.79,120.99,298.356,1.21
244,1,US,2018-10-08 23:53:00,69,26.14,-81.79,300.95,5.1
245,20,PT,2018-10-09 00:30:00,82,37.72,-25.43,292.15,1.5
246,40,TR,2018-10-08 23:50:00,100,40.98,27.51,288.15,4.1
247,20,AU,2018-10-09 00:30:00,61,-16.99,145.42,301.15,4.6
248,76,PG,2018-10-09 00:39:58,100,-3.66,152.44,300.756,4.41
249,20,CA,2018-10-09 00:00:00,64,47.66,-52.73,276.15,2.6
250,36,IL,2018-10-09 00:36:26,100,32.82,35.0,298.906,3.21
251,0,NZ,2018-10-09 00:47:21,85,-46.13,167.69,285.006,8.21
252,20,CK,2018-10-09 00:00:00,61,-21.21,-159.78,301.15,3.6
253,92,DK,2018-10-09 00:20:00,87,56.62,8.18,287.15,4.1
254,20,NA,2018-10-09 00:47:22,92,-26.65,15.16,287.606,2.16
255,0,DE,2018-10-09 00:20:00,87,47.77,9.17,287.15,1.5
256,32,ZM,2018-10-09 00:40:02,38,-11.73,24.43,290.156,2.41
257,90,US,2018-10-09 00:17:00,100,45.7,-94.27,282.45,1.5
258,48,PE,2018-10-09 00:40:03,60,-9.53,-77.53,280.056,0.21
259,90,NU,2018-10-09 00:00:00,100,-19.06,-169.92,297.15,3.1
260,0,ML,2018-10-09 00:47:25,30,20.2,1.01,292.256,2.51
261,88,GL,2018-10-08 23:50:00,69,65.61,-37.64,274.15,5.7
262,90,US,2018-10-08 23:56:00,34,46.42,-117.02,289.25,2.1
263,20,RU,2018-10-09 00:40:05,87,50.38,90.44,270.256,1.01
264,90,CA,2018-10-09 00:00:00,93,54.32,-130.32,284.15,3.1
265,0,CL,2018-10-09 00:00:00,82,-32.72,-71.41,286.15,1.41
266,64,MV,2018-10-09 00:35:54,100,3.78,72.97,301.106,6.21
267,48,AU,2018-10-09 00:40:07,65,-31.97,141.45,292.606,2.51
268,0,PH,2018-10-09 00:40:07,96,12.18,125.51,301.006,1.66
269,44,UY,2018-10-09 00:40:08,84,-33.23,-54.39,295.656,4.06
270,40,MX,2018-10-08 23:44:00,33,23.99,-104.67,296.15,7.2
271,0,AR,2018-10-09 00:00:00,38,-33.01,-68.8,297.15,2.1
272,75,RU,2018-10-09 00:00:00,81,59.7,30.79,280.15,3.0
273,1,US,2018-10-09 00:15:00,73,40.33,-91.2,299.25,3.6
274,0,CA,2018-10-09 00:40:11,74,54.11,-112.47,271.956,3.36
275,0,CN,2018-10-09 00:40:11,47,39.73,98.49,268.456,1.86
276,44,RU,2018-10-09 00:40:12,67,55.05,74.58,283.806,6.56
277,80,CN,2018-10-09 00:40:12,96,30.8,108.39,284.506,1.26
278,75,JP,2018-10-09 00:00:00,82,37.4,136.9,291.15,2.1
279,75,MU,2018-10-09 00:00:00,88,-20.34,57.76,295.15,4.6
280,76,JM,2018-10-09 00:42:46,83,17.89,-77.59,298.156,1.51
281,0,CN,2018-10-09 00:47:34,63,42.84,93.51,274.656,2.26
282,0,RU,2018-10-09 00:40:14,100,51.52,104.15,276.256,2.16
283,0,UG,2018-10-09 00:40:14,85,3.01,34.12,288.056,1.61
284,0,AR,2018-10-09 00:35:42,22,-43.3,-65.11,288.156,7.71
285,0,PK,2018-10-09 00:40:15,73,25.26,63.48,301.606,12.21
286,48,CV,2018-10-09 00:40:16,95,14.9,-24.5,299.906,2.61
287,36,PE,2018-10-09 00:40:16,42,-15.27,-72.34,276.656,1.71
288,20,VE,2018-10-09 00:40:16,88,9.33,-69.12,297.956,1.16
289,0,NG,2018-10-09 00:40:17,70,13.06,5.24,299.106,2.51
290,0,MN,2018-10-09 00:47:37,58,48.81,103.53,263.456,1.21
291,8,VU,2018-10-09 00:47:37,99,-19.55,169.27,297.406,4.41
292,40,PT,2018-10-09 00:00:00,82,37.73,-25.67,292.15,1.5
293,40,ID,2018-10-09 00:00:00,83,-1.24,116.86,301.15,3.1
294,36,MV,2018-10-09 00:47:38,98,2.67,72.89,301.806,7.26
295,0,NG,2018-10-09 00:40:19,74,9.93,13.08,293.856,1.11
296,32,RU,2018-10-09 00:47:39,72,69.3,139.9,258.406,1.16
297,12,MX,2018-10-09 00:40:19,81,25.47,-108.1,298.906,1.21
298,48,UG,2018-10-09 00:40:20,91,2.48,31.09,291.756,1.96
299,8,TR,2018-10-09 00:40:20,80,39.05,28.66,279.156,1.01
300,90,CA,2018-10-09 00:15:00,100,45.36,-73.48,288.15,3.1
301,92,RU,2018-10-09 00:47:41,89,67.55,133.39,267.256,1.66
302,36,CI,2018-10-09 00:40:22,100,4.42,-7.36,299.806,5.46
303,12,GL,2018-10-08 23:50:00,49,68.82,-51.19,269.15,5.7
304,36,ID,2018-10-09 00:40:22,100,-0.87,134.08,300.156,0.31
305,12,GM,2018-10-09 00:40:23,77,13.57,-15.6,299.856,2.11
306,0,SY,2018-10-09 00:00:00,39,33.97,36.66,300.15,5.1
307,90,US,2018-10-09 00:15:00,100,43.41,-124.22,286.15,1.71
308,92,CN,2018-10-09 00:00:00,75,42.0,122.83,279.15,2.0
309,0,RU,2018-10-09 00:40:25,81,65.95,111.51,271.756,2.61
310,0,MX,2018-10-09 00:47:44,71,27.97,-114.04,294.956,4.21
311,90,AU,2018-10-09 00:00:00,87,-35.55,138.62,287.15,9.3
312,92,RU,2018-10-09 00:40:26,100,69.38,178.42,274.506,2.81
313,75,SV,2018-10-08 23:50:00,100,13.59,-89.83,297.15,2.1
314,12,BR,2018-10-09 00:47:45,85,-5.2,-35.46,298.356,7.76
315,92,ID,2018-10-09 00:40:27,100,-2.68,111.62,296.006,1.76
316,0,CN,2018-10-09 00:40:27,58,38.52,102.19,269.756,1.41
317,20,GR,2018-10-09 00:20:00,87,39.45,22.34,286.15,2.1
318,92,CD,2018-10-09 00:40:28,95,-4.97,23.44,295.606,0.96
319,0,ZA,2018-10-09 00:47:47,87,-34.0,24.73,290.006,2.26
320,0,PT,2018-10-09 00:00:00,67,41.53,-8.62,287.15,3.6
321,20,VE,2018-10-09 00:40:29,79,8.89,-64.25,299.756,5.26
322,75,AU,2018-10-09 00:30:00,82,-34.85,139.16,288.15,8.7
323,12,PE,2018-10-09 00:47:48,83,-11.1,-77.61,290.106,2.11
324,20,GR,2018-10-09 00:20:00,87,39.42,22.43,286.15,2.1
325,20,JP,2018-10-09 00:00:00,69,33.72,135.99,296.15,2.1
326,20,GR,2018-10-08 23:50:00,72,35.51,27.21,293.15,6.2
327,20,BR,2018-10-08 23:00:00,78,-10.18,-48.33,299.15,2.1
328,32,BR,2018-10-09 00:40:32,77,-1.75,-47.06,299.056,4.91
329,0,CN,2018-10-09 00:40:32,57,40.77,114.88,271.956,4.46
330,75,ID,2018-10-09 00:30:00,69,-8.71,116.27,301.15,3.6
331,64,NO,2018-10-09 00:40:01,100,70.98,25.97,278.906,8.91
332,92,MG,2018-10-09 00:47:51,88,-14.9,50.28,295.756,4.31
333,0,KZ,2018-10-09 00:00:00,93,52.04,76.93,277.15,3.0
334,90,US,2018-10-09 00:29:00,100,39.31,-74.98,296.15,2.6
335,0,MR,2018-10-09 00:00:00,73,20.93,-17.03,296.15,7.2
336,20,BR,2018-10-09 00:38:56,96,-16.46,-54.64,296.206,1.21
337,0,NC,2018-10-09 00:40:35,100,-20.65,166.53,297.156,3.96
338,75,CA,2018-10-09 00:00:00,82,65.28,-126.83,273.15,3.6
339,90,AU,2018-10-09 00:00:00,87,-37.81,145.34,289.15,3.1
340,24,BR,2018-10-09 00:47:54,80,-1.2,-46.02,300.006,5.11
341,0,PE,2018-10-09 00:40:37,68,-12.06,-77.04,289.606,1.06
342,75,IE,2018-10-09 00:30:00,87,51.89,-8.4,286.15,9.3
343,0,IR,2018-10-09 00:00:00,27,31.03,61.49,285.15,6.2
344,0,AU,2018-10-09 00:00:00,31,-20.31,118.58,304.15,3.1
345,0,IT,2018-10-09 00:20:00,93,45.14,8.45,287.15,2.1
346,75,TW,2018-10-09 00:00:00,94,22.76,121.15,297.15,0.5
347,80,BR,2018-10-09 00:40:39,96,-23.04,-49.71,293.906,2.56
348,20,KE,2018-10-09 00:00:00,94,-3.63,39.85,296.15,1.5
349,0,YE,2018-10-09 00:40:40,56,14.4,46.47,280.906,1.36
350,24,RU,2018-10-09 00:40:40,85,63.9,122.77,268.756,2.31
351,0,ES,2018-10-09 00:30:00,59,37.47,-4.43,289.15,1.5
352,20,SB,2018-10-09 00:00:00,70,-9.43,159.96,304.15,4.6
353,88,CN,2018-10-09 00:40:41,77,49.28,120.73,269.506,3.21
354,32,GL,2018-10-08 23:50:00,62,60.91,-46.05,269.15,3.1
355,0,FR,2018-10-09 00:30:00,100,47.73,-3.43,281.15,2.1
356,0,IN,2018-10-09 00:40:42,78,19.85,74.0,291.156,0.96
357,0,PY,2018-10-09 00:48:01,46,-19.93,-60.77,305.906,6.36
358,64,TZ,2018-10-09 00:40:43,95,-4.84,29.66,299.006,1.51
359,90,US,2018-10-09 00:15:00,96,44.94,-74.57,289.25,2.6
360,0,NA,2018-10-09 00:00:00,87,-22.95,14.51,286.15,2.6
361,20,GB,2018-10-09 00:20:00,93,50.71,-2.76,286.15,1.5
362,75,MX,2018-10-08 23:41:00,83,19.56,-103.38,298.15,5.1
363,90,CL,2018-10-09 00:00:00,93,-45.58,-72.07,275.15,4.1
364,88,RU,2018-10-09 00:40:45,86,61.13,149.63,267.906,1.56
365,0,KR,2018-10-09 00:30:00,66,37.57,126.98,286.15,3.6
366,92,GA,2018-10-09 00:40:46,100,-1.57,9.26,298.456,4.96
367,20,ES,2018-10-09 00:30:00,83,27.91,-15.45,296.15,5.1
368,92,RU,2018-10-09 00:40:47,96,69.35,87.76,274.406,3.16
369,20,GH,2018-10-09 00:00:00,88,5.79,0.9,299.15,3.1
370,0,YE,2018-10-09 00:40:47,50,15.17,44.32,276.956,1.21
371,100,ID,2018-10-09 00:48:05,88,-7.95,110.28,296.956,2.01
372,1,US,2018-10-09 00:15:00,71,39.62,-77.74,298.75,3.6
373,75,MY,2018-10-09 00:00:00,94,4.62,101.14,297.15,1.5
374,8,ZM,2018-10-09 00:40:49,26,-13.55,23.12,293.656,6.26
375,56,NG,2018-10-09 00:40:49,93,5.11,7.36,296.756,2.41
376,75,NO,2018-10-08 23:20:00,75,71.0,24.66,279.15,7.2
377,8,ZM,2018-10-09 00:40:50,27,-14.8,24.8,291.606,5.46
